Date, Time, Ax, Ay, Az, Gx, Gy, Gz
2025-02-01, 10:30:76:10,-0.449,-0.379,-0.827,-1.038,6.775,-10.376
2025-02-01, 10:30:76:61,-0.247,-0.532,-0.932,2.869,19.653,-57.922
2025-02-01, 10:30:77:12,-0.885,0.127,-0.009,-79.834,-180.969,95.581
2025-02-01, 10:30:77:63,-0.531,-0.27,1.298,14.648,11.963,2.319
2025-02-01, 10:30:78:14,-0.586,-0.352,0.754,33.508,28.076,-40.405
2025-02-01, 10:30:78:65,-0.862,-0.446,0.289,-12.878,21.606,-19.165
2025-02-01, 10:30:79:16,-0.704,-0.831,-0.106,2.747,3.662,17.517
2025-02-01, 10:30:79:67,-0.632,-0.599,0.682,54.504,-56.824,-18.066
2025-02-01, 10:30:80:18,-0.561,-0.442,0.725,-3.54,-2.869,9.705
2025-02-01, 10:30:80:69,-0.555,-0.472,0.683,-0.488,-0.183,0.183
2025-02-01, 10:30:81:20,-0.549,-0.485,0.689,-0.183,-0.122,0.549
2025-02-01, 10:30:81:71,-0.546,-0.484,0.69,0.122,1.465,0.427
2025-02-01, 10:30:82:22,-0.544,-0.482,0.694,0.305,-0.549,-0.305
2025-02-01, 10:30:82:73,-0.539,-0.479,0.689,-0.854,-0.305,0.427
2025-02-01, 10:30:83:25,-0.535,-0.483,0.695,0.488,-0.061,-0.427
2025-02-01, 10:30:83:76,-0.532,-0.48,0.693,-0.732,-0.977,0.427
2025-02-01, 10:30:84:27,-0.53,-0.487,0.697,0.366,-1.099,-1.587
2025-02-01, 10:30:84:78,-0.53,-0.489,0.695,0.122,0.671,0.061
2025-02-01, 10:30:85:29,-0.528,-0.483,0.698,-0.305,0.061,0.244
2025-02-01, 10:30:85:80,-0.529,-0.487,0.681,1.282,-1.16,-2.075
2025-02-01, 10:30:86:31,-0.527,-0.498,0.707,1.404,-0.122,-0.671
2025-02-01, 10:30:86:81,-0.525,-0.487,0.705,-0.427,0.122,0.732
2025-02-01, 10:30:87:32,-0.518,-0.52,0.687,-2.869,-1.099,-3.418
2025-02-01, 10:30:87:82,-0.517,-0.487,0.715,-0.183,-2.869,-0.244
2025-02-01, 10:30:88:33,-0.516,-0.482,0.719,-0.61,1.16,0.732
2025-02-01, 10:30:88:84,-0.516,-0.438,0.687,-3.113,-2.747,3.723
2025-02-01, 10:30:89:34,-0.508,-0.525,0.682,1.099,3.235,1.404
2025-02-01, 10:30:89:85,-0.484,-0.68,-0.546,75.5,142.578,-157.471
2025-02-01, 10:31:30:36,-0.032,-1.062,-0.558,-52.795,-22.4,14.954
2025-02-01, 10:31:30:87,0.281,-1.419,-0.486,198.303,62.012,20.142
2025-02-01, 10:31:31:37,-0.541,-0.257,0.705,-27.954,-6.958,-44.373
2025-02-01, 10:31:31:88,-0.376,-0.241,0.88,-2.869,-6.897,3.235
2025-02-01, 10:31:32:39,-0.325,-0.242,0.929,-3.235,-2.93,-11.047
2025-02-01, 10:31:32:90,-0.211,-0.326,0.977,23.376,97.046,25.513
2025-02-01, 10:31:33:41,-0.831,-0.041,0.691,32.288,102.417,90.149
2025-02-01, 10:31:33:92,-0.881,-0.013,0.408,-8.179,-128.601,-30.64
2025-02-01, 10:31:34:43,-0.723,-0.06,0.701,0.793,1.038,0.732
2025-02-01, 10:31:34:94,-0.754,-0.044,0.639,5.554,24.597,5.493
2025-02-01, 10:31:35:45,-0.763,-0.036,0.66,0.305,-0.427,0
2025-02-01, 10:31:35:96,-1.025,0.122,-0.357,-9.888,20.447,17.639
2025-02-01, 10:31:36:47,-0.926,0.053,0.183,1.465,15.015,-3.479
2025-02-01, 10:31:36:98,-0.685,-0.024,0.476,-36.438,-149.17,-38.574
2025-02-01, 10:31:37:49,-0.656,-0.071,0.633,22.095,152.405,35.217
2025-02-01, 10:31:38:00,-0.404,-0.195,0.837,8.362,19.47,1.038
2025-02-01, 10:31:38:51,-0.053,-0.546,1.77,-28.32,-98.694,-40.344
2025-02-01, 10:31:39:02,-0.702,0.052,0.073,-49.744,-224.243,-40.955
2025-02-01, 10:31:39:53,-0.969,0.132,-0.041,11.169,52.551,15.686
2025-02-01, 10:31:40:04,-0.186,-0.328,1.156,1.709,15.747,2.319
2025-02-01, 10:31:40:55,-0.905,0.149,0.298,89.783,-36.56,-90.637
2025-02-01, 10:31:41:06,-0.887,-0.413,0.099,-11.108,-34.302,27.344
2025-02-01, 10:31:41:57,-0.398,-0.209,0.964,41.26,248.169,6.897
2025-02-01, 10:31:42:08,-0.287,-0.248,1.116,-37.231,-101.196,9.399
2025-02-01, 10:31:42:59,-0.106,-0.434,1.77,38.757,157.837,36.133
2025-02-01, 10:31:43:10,-0.496,-0.179,0.452,7.996,89.05,20.752
2025-02-01, 10:31:43:61,0.012,-0.45,1.413,-30.762,-140.747,-60.181
2025-02-01, 10:31:44:12,-0.193,-0.442,1.067,26.611,132.202,60.486
2025-02-01, 10:31:44:63,-0.541,-0.07,0.447,33.63,9.277,-48.828
2025-02-01, 10:31:45:14,-0.52,-0.316,0.755,-2.014,-5.859,-6.592
2025-02-01, 10:31:45:66,-0.177,-0.403,0.909,-1.099,-5.615,-1.709
2025-02-01, 10:31:46:17,-0.677,-0.173,0.67,-7.08,5.249,2.808
2025-02-01, 10:31:46:68,-0.902,-0.485,-0.332,-38.269,-58.35,15.442
2025-02-01, 10:31:47:19,-0.547,-0.266,0.684,-59.448,-93.872,17.212
2025-02-01, 10:31:47:70,-0.293,-0.366,0.851,-18.066,-34.851,1.892
2025-02-01, 10:31:48:21,-0.154,-0.414,0.895,0.122,-2.319,-2.93
2025-02-01, 10:31:48:72,-0.349,-0.289,1.01,38.879,142.761,8.484
2025-02-01, 10:31:49:23,-0.925,-0.304,0.191,-45.41,94.727,-24.902
2025-02-01, 10:31:49:74,-0.935,-0.331,0.254,-26.062,-57.312,19.47
2025-02-01, 10:31:50:24,-0.925,-0.312,0.286,-0.671,-1.038,1.16
2025-02-01, 10:31:50:75,-0.919,-0.323,0.266,-0.183,-0.549,-0.244
2025-02-01, 10:31:51:26,-0.893,-0.605,-0.89,38.147,50.537,-50.232
2025-02-01, 10:31:51:77,-0.566,-0.127,0.951,-80.078,-232.483,37.17
2025-02-01, 10:31:52:28,-0.732,-0.21,0.281,38.696,110.84,-42.175
2025-02-01, 10:31:52:79,-0.674,-0.269,0.675,-2.747,-3.906,0.488
2025-02-01, 10:31:53:30,-0.699,-0.268,0.611,9.888,26.062,-4.578
2025-02-01, 10:31:53:81,-0.67,-0.238,0.616,-57.617,-160.095,32.776
2025-02-01, 10:31:54:32,-0.783,-0.384,0.26,-38.391,-98.022,50.476
2025-02-01, 10:31:54:83,-0.358,-0.218,0.856,-134.705,-325.684,45.166
2025-02-01, 10:31:55:34,-0.557,-0.225,0.703,-72.876,-168.701,22.339
2025-02-01, 10:31:55:85,-0.84,-0.319,0.184,-18.982,-53.223,28.442
2025-02-01, 10:31:56:36,-0.399,-0.345,0.663,-15.991,-42.664,-3.479
2025-02-01, 10:31:56:87,-0.668,-0.418,0.288,-80.994,-175.903,53.04
2025-02-01, 10:31:57:38,-0.812,-0.509,0.407,-31.86,-42.725,10.01
2025-02-01, 10:31:57:88,-0.868,-0.481,0.224,7.446,71.96,-49.622
2025-02-01, 10:31:58:39,-0.777,-0.136,0.801,47.363,109.741,-18.677
2025-02-01, 10:31:58:90,-0.47,-0.345,-0.08,197.754,338.074,-166.809
2025-02-01, 10:31:59:41,-0.794,-0.231,0.636,-11.047,-17.029,20.447
2025-02-01, 10:31:59:93,-0.775,-0.361,0.524,1.099,4.272,-1.221
2025-02-01, 10:31:60:44,-0.762,-0.371,0.544,0.854,1.892,-0.061
2025-02-01, 10:31:60:95,-0.767,-0.37,0.533,1.404,1.77,-0.061
2025-02-01, 10:31:61:46,-0.766,-0.372,0.542,0.977,1.77,0.671
2025-02-01, 10:31:61:97,-0.77,-0.365,0.543,0.488,2.258,0.305
2025-02-01, 10:31:62:48,-0.774,-0.379,0.538,-0.061,1.221,0.549
2025-02-01, 10:31:62:99,-0.777,-0.365,0.518,1.221,1.099,-0.366
2025-02-01, 10:31:63:50,-0.774,-0.373,0.527,-1.587,-0.854,0.488
2025-02-01, 10:31:64:01,-0.768,-0.407,0.521,3.113,2.991,-0.793
2025-02-01, 10:31:64:51,-0.772,-0.379,0.527,-0.732,-1.221,0.244
2025-02-01, 10:31:65:02,-0.763,-0.507,0.424,12.817,-18.066,15.503
2025-02-01, 10:31:65:53,-0.879,-0.498,-0.038,-22.156,93.872,-95.032
2025-02-01, 10:31:66:04,-0.41,-0.957,-0.373,62.439,-28.503,33.02
2025-02-01, 10:31:66:55,-0.961,-0.155,0.252,2.869,8.545,-3.54
2025-02-01, 10:31:67:06,-0.902,-0.365,0.262,-1.648,-2.075,-2.136
2025-02-01, 10:31:67:57,-0.851,-0.41,0.194,-7.324,-31.311,-0.61
2025-02-01, 10:31:68:08,-0.797,-0.557,0.18,-15.564,-11.047,-11.292
2025-02-01, 10:31:68:59,-0.786,-0.495,0.407,-2.014,-0.122,0.977
2025-02-01, 10:31:69:10,-0.786,-0.485,0.393,-0.366,1.221,0.488
2025-02-01, 10:31:69:61,-0.788,-0.485,0.394,-0.671,-0.488,0.183
2025-02-01, 10:31:70:12,-0.789,-0.492,0.398,0,0,-0.427
2025-02-01, 10:31:70:63,-0.786,-0.504,0.283,3.357,19.409,-11.536
2025-02-01, 10:31:71:14,-0.725,-0.47,0.544,23.315,55.481,4.517
2025-02-01, 10:31:71:65,-0.78,-0.421,0.542,-7.324,-22.217,18.555
2025-02-01, 10:31:72:16,-0.637,-0.221,0.805,24.048,16.541,-29.175
2025-02-01, 10:31:72:67,-0.808,-0.279,0.44,32.654,61.279,-9.277
2025-02-01, 10:31:73:18,-0.778,-0.245,0.551,25.879,-17.456,-22.949
2025-02-01, 10:31:73:69,-0.422,-0.432,0.811,-10.315,-11.78,-13.184
2025-02-01, 10:31:74:20,-0.678,-0.519,0.372,1.038,81.665,-56.824
2025-02-01, 10:31:74:71,-0.595,-0.639,0.466,35.95,-56.152,3.906
2025-02-01, 10:31:75:22,-0.167,-0.374,0.839,-63.11,125.488,-70.862
2025-02-01, 10:31:75:73,-0.704,-0.439,0.373,76.904,28.503,22.644
2025-02-01, 10:31:76:24,-0.478,0.71,0.643,55.42,-52.734,-52.856
2025-02-01, 10:31:76:75,-0.559,0.107,0.774,-1.648,-0.916,29.785
2025-02-01, 10:31:77:26,-0.555,0.196,0.816,4.15,0.366,0.427
2025-02-01, 10:31:77:77,-0.558,0.206,0.803,0,0.427,0.488
2025-02-01, 10:31:78:28,-0.555,0.21,0.803,-0.061,0.061,-0.671
2025-02-01, 10:31:78:79,-0.556,0.205,0.806,0.366,0.488,0.366
2025-02-01, 10:31:79:30,-0.555,0.205,0.798,-0.732,0.305,1.16
2025-02-01, 10:31:79:81,-0.553,0.21,0.808,0.854,0.244,-0.61
2025-02-01, 10:31:80:32,-0.552,0.215,0.805,-0.305,0.183,-0.061
2025-02-01, 10:31:80:83,-0.579,0.158,0.7,36.56,-19.287,19.714
2025-02-01, 10:31:81:34,-0.469,0.008,0.852,-80.994,-17.212,4.944
2025-02-01, 10:31:81:85,-0.878,-0.228,0.368,-10.62,42.603,-29.175
2025-02-01, 10:31:82:36,-0.791,0.554,0.503,15.625,-39.429,31.189
2025-02-01, 10:31:82:87,-0.623,0.22,0.751,-61.035,-26.245,67.688
2025-02-01, 10:31:83:38,-0.632,0.026,0.74,-17.09,-8.728,0
2025-02-01, 10:31:83:89,-0.607,0.085,0.792,-1.465,-0.061,0.488
2025-02-01, 10:31:84:39,-0.603,0.064,0.796,-0.061,0.427,-0.854
2025-02-01, 10:31:84:90,-0.601,0.08,0.798,0.793,0.183,0.671
2025-02-01, 10:31:85:41,-0.606,0.077,0.793,0.671,0.427,0.793
2025-02-01, 10:31:85:92,-0.603,0.072,0.794,-0.366,0.488,-0.122
2025-02-01, 10:31:86:43,-0.6,0.062,0.8,-2.075,-15.564,1.038
2025-02-01, 10:31:86:94,-0.598,0.061,0.792,-1.465,0.061,0.732
2025-02-01, 10:31:87:45,-0.596,0.056,0.801,-0.549,0,0.244
2025-02-01, 10:31:87:96,-0.596,0.062,0.802,0.183,0.61,0
2025-02-01, 10:31:88:47,-0.594,0.054,0.802,-0.916,0.183,0.366
2025-02-01, 10:31:88:97,-0.593,0.051,0.804,-0.122,0.061,0.244
2025-02-01, 10:31:89:48,-0.593,0.055,0.804,-0.061,0.244,-0.183
2025-02-01, 10:31:89:99,-0.592,0.047,0.809,0.305,0.61,-0.732
2025-02-01, 10:32:30:50,-0.593,0.05,0.805,-0.305,0.183,0.244
2025-02-01, 10:32:31:01,-0.572,0.066,0.83,-0.61,-0.732,-0.366
2025-02-01, 10:32:31:51,-0.574,0.056,0.817,-0.671,0.732,-0.122
2025-02-01, 10:32:32:02,-0.578,0.054,0.807,-2.014,5.493,-7.263
2025-02-01, 10:32:32:53,-0.666,-0.224,0.693,11.841,-5.737,17.822
2025-02-01, 10:32:33:04,-0.627,-0.224,0.669,-13.428,24.475,-63.354
2025-02-01, 10:32:33:55,-0.602,0.099,0.745,-18.066,54.321,-73.73
2025-02-01, 10:32:34:05,-0.765,-0.478,0.366,11.963,15.991,-76.721
2025-02-01, 10:32:34:56,-0.391,-0.818,0.67,14.282,-21.606,-17.212
2025-02-01, 10:32:35:07,-0.39,-0.603,0.699,1.282,-0.977,2.747
2025-02-01, 10:32:35:58,-0.406,-0.263,0.58,33.752,-73.853,173.584
2025-02-01, 10:32:36:09,-0.351,0.106,0.851,-93.75,146.423,-139.404
2025-02-01, 10:32:36:60,-0.247,-0.691,0.485,35.583,7.08,-1.587
2025-02-01, 10:32:37:11,-0.576,0.191,0.887,-55.908,-37.292,141.724
2025-02-01, 10:32:37:62,-0.594,0.161,1.063,-24.841,63.782,-125.427
2025-02-01, 10:32:38:13,-0.41,-0.677,0.624,16.113,1.16,13.428
2025-02-01, 10:32:38:64,-0.458,0.011,0.864,-30.029,21.423,-24.292
2025-02-01, 10:32:39:15,-0.412,-0.388,0.833,38.696,-16.907,80.75
2025-02-01, 10:32:39:66,-0.348,-0.021,0.942,-22.217,14.099,-12.695
2025-02-01, 10:32:40:17,-0.38,-0.007,0.926,-2.502,0.427,0.854
2025-02-01, 10:32:40:68,-0.377,-0.02,0.923,0.305,0.488,0.122
2025-02-01, 10:32:41:18,-0.377,-0.023,0.922,-0.305,0.183,0.549
2025-02-01, 10:32:41:69,-0.377,-0.024,0.924,-0.244,-0.122,-0.061
2025-02-01, 10:32:42:20,-0.375,-0.023,0.926,0.732,0.183,0.183
2025-02-01, 10:32:42:71,-0.373,-0.025,0.921,-0.183,0.366,0.549
2025-02-01, 10:32:43:22,-0.373,-0.026,0.926,0,0.244,0
2025-02-01, 10:32:43:73,-0.371,-0.022,0.926,0.427,0.366,0.183
2025-02-01, 10:32:44:24,-0.37,-0.02,0.925,0.061,-0.061,0.244
2025-02-01, 10:32:44:75,-0.369,-0.023,0.927,-0.244,0.244,0.305
2025-02-01, 10:32:45:26,-0.37,-0.02,0.925,0.183,0.183,0.061
2025-02-01, 10:32:45:77,-0.37,-0.014,0.928,-0.366,0.244,0.244
2025-02-01, 10:32:46:28,-0.369,-0.019,0.925,-0.061,0.183,0
2025-02-01, 10:32:46:79,-0.367,-0.021,0.929,-0.122,0.305,-0.488
2025-02-01, 10:32:47:30,-0.366,-0.019,0.926,-0.122,0.305,0.061
2025-02-01, 10:32:47:81,-0.366,-0.019,0.928,0.061,0.244,0.122
2025-02-01, 10:32:48:32,-0.366,-0.019,0.926,0.244,0.122,0
2025-02-01, 10:32:48:84,-0.366,-0.02,0.926,0,0.244,0.122
2025-02-01, 10:32:49:34,-0.367,-0.021,0.927,0.488,0.305,0.183
2025-02-01, 10:32:49:86,-0.366,-0.021,0.925,-0.061,0.488,0
2025-02-01, 10:32:50:37,-0.368,-0.019,0.927,0.366,0.488,-0.122
2025-02-01, 10:32:50:88,-0.368,-0.012,0.934,0.732,0.793,-0.305
2025-02-01, 10:32:51:38,-0.404,0.007,0.908,6.287,4.883,-3.662
2025-02-01, 10:32:51:89,-0.503,0.041,0.866,1.404,9.094,-18.555
2025-02-01, 10:32:52:40,-0.565,-0.04,0.788,-9.766,6.592,-13.306
2025-02-01, 10:32:52:91,-0.401,-0.73,0.686,-17.151,-5.615,-56.274
2025-02-01, 10:32:53:42,-0.304,-0.611,0.72,-0.305,-0.793,0.366
2025-02-01, 10:32:53:93,-0.302,-0.619,0.723,0.488,1.16,1.221
2025-02-01, 10:32:54:44,-0.388,-0.353,0.812,32.654,-27.893,85.266
2025-02-01, 10:32:54:95,-0.359,-0.109,0.906,3.845,0.977,6.104
2025-02-01, 10:32:55:46,-0.36,-0.121,0.922,-0.732,0,-0.427
2025-02-01, 10:32:55:98,-0.356,-0.123,0.921,-0.366,-0.061,0.305
2025-02-01, 10:32:56:49,-0.355,-0.126,0.925,0.366,0.366,0.61
2025-02-01, 10:32:56:99,-0.354,-0.131,0.925,-1.221,-0.183,-0.732
2025-02-01, 10:32:57:50,-0.368,-0.151,0.906,-4.272,-4.7,3.601
2025-02-01, 10:32:58:01,-0.37,-0.345,0.873,70.557,-24.78,61.462
2025-02-01, 10:32:58:52,-0.308,0.115,0.939,-8.972,0.549,-3.54
2025-02-01, 10:32:59:03,-0.302,0.094,0.95,7.874,-0.549,5.615
2025-02-01, 10:32:59:54,-0.314,0.092,0.95,-3.784,0.916,-0.061
2025-02-01, 10:32:60:05,-0.317,0.12,0.93,0.427,-0.183,-0.793
2025-02-01, 10:32:60:56,-0.321,0.109,0.933,-2.197,0.854,-1.892
2025-02-01, 10:32:61:07,-0.311,0.105,0.934,-0.061,0.061,-0.854
2025-02-01, 10:32:61:58,-0.315,0.099,0.943,1.16,0.854,0.305
2025-02-01, 10:32:62:09,-0.318,0.078,0.944,-2.075,0.305,-0.366
2025-02-01, 10:32:62:60,-0.315,0.103,0.937,-1.709,0.122,0
2025-02-01, 10:32:63:11,-0.312,0.096,0.945,2.808,0.427,1.587
2025-02-01, 10:32:63:62,-0.326,0.078,0.933,-2.563,-0.793,-1.648
2025-02-01, 10:32:64:13,-0.304,0.102,0.938,2.075,-0.122,0.671
2025-02-01, 10:32:64:64,-0.313,0.098,0.941,1.831,1.221,-0.122
2025-02-01, 10:32:65:15,-0.303,0.122,0.948,-1.953,0.366,0.671
2025-02-01, 10:32:65:66,-0.313,0.095,0.941,1.892,0.671,0.977
2025-02-01, 10:32:66:16,-0.305,0.105,0.947,-0.671,-0.244,0.427
2025-02-01, 10:32:66:67,-0.314,0.118,0.929,3.662,-2.747,-1.343
2025-02-01, 10:32:67:18,-0.3,0.133,0.933,2.075,-0.977,0.183
2025-02-01, 10:32:67:69,-0.292,0.052,0.96,-10.01,3.418,-1.892
2025-02-01, 10:32:68:21,-0.286,0.08,0.952,0.732,-1.038,-0.61
2025-02-01, 10:32:68:72,-0.258,0.079,0.954,0.916,-3.967,-3.357
2025-02-01, 10:32:69:23,-0.242,0.09,0.964,0.122,-0.305,0.977
2025-02-01, 10:32:69:73,-0.249,0.058,0.964,-3.052,1.953,0.427
2025-02-01, 10:32:70:24,-0.245,0.057,0.958,2.197,-0.427,-1.526
2025-02-01, 10:32:70:75,-0.249,0.068,0.964,1.343,0.366,0.305
2025-02-01, 10:32:71:26,-0.248,0.067,0.964,-0.244,-0.488,0.061
2025-02-01, 10:32:71:77,-0.249,0.054,0.969,-0.366,-0.366,0.488
2025-02-01, 10:32:72:28,-0.248,0.061,0.96,0.549,0.366,-0.549
2025-02-01, 10:32:72:78,-0.245,0.067,0.965,0.366,0,0.122
2025-02-01, 10:32:73:29,-0.25,0.067,0.96,-0.61,0.549,-0.122
2025-02-01, 10:32:73:80,-0.246,0.059,0.962,-0.061,-0.366,0.244
2025-02-01, 10:32:74:31,-0.244,0.065,0.967,-0.854,0.854,-0.244
2025-02-01, 10:32:74:82,-0.249,0.057,0.961,-0.061,0.671,0.122
2025-02-01, 10:32:75:33,-0.249,0.06,0.961,1.099,-0.183,0.061
2025-02-01, 10:32:75:84,-0.246,0.065,0.964,-0.427,0.122,0
2025-02-01, 10:32:76:35,-0.245,0.067,0.964,0.122,0.305,0.122
2025-02-01, 10:32:76:86,-0.245,0.062,0.963,0,0.305,-0.061
2025-02-01, 10:32:77:37,-0.247,0.064,0.964,0.061,0.244,-0.183
2025-02-01, 10:32:77:88,-0.242,0.071,0.968,0.122,0.549,-0.122
2025-02-01, 10:32:78:39,-0.246,0.064,0.962,-0.549,0.244,0.244
2025-02-01, 10:32:78:90,-0.245,0.064,0.962,-0.305,0.488,0
2025-02-01, 10:32:79:41,-0.244,0.063,0.965,0.122,0.366,0.122
2025-02-01, 10:32:79:92,-0.246,0.067,0.961,-0.061,0.122,-0.122
2025-02-01, 10:32:80:43,-0.246,0.068,0.96,-0.732,0.366,0
2025-02-01, 10:32:80:94,-0.244,0.066,0.966,-0.183,0.244,-0.061
2025-02-01, 10:32:81:45,-0.266,0.041,0.952,1.77,-3.906,-2.258
2025-02-01, 10:32:81:96,-0.237,0.024,0.968,0.793,-2.38,0.549
2025-02-01, 10:32:82:47,-0.194,0.022,0.981,-0.244,-2.319,0.244
2025-02-01, 10:32:82:98,-0.189,0.018,0.977,-0.244,0.122,0.122
2025-02-01, 10:32:83:48,-0.161,0.057,1.038,25.208,15.32,-7.141
2025-02-01, 10:32:83:99,-0.167,-1.049,0.72,-39.551,-26.306,-52.795
2025-02-01, 10:32:84:50,-0.221,-0.64,0.744,0.916,-4.578,-0.183
2025-02-01, 10:32:85:01,-0.216,-0.621,0.748,0.061,-0.366,0
2025-02-01, 10:32:85:52,-0.22,-0.619,0.75,1.526,-0.061,1.526
2025-02-01, 10:32:86:03,-0.258,-0.596,0.769,14.099,9.644,20.569
2025-02-01, 10:32:86:54,-0.21,0.088,1.055,-4.578,-57.495,80.322
2025-02-01, 10:32:87:05,-0.323,-0.569,0.698,-55.359,2.38,-97.961
2025-02-01, 10:32:87:56,-0.205,-0.7,0.721,19.592,-0.671,13.733
2025-02-01, 10:32:88:07,-0.166,-0.069,1.021,-16.785,-53.711,58.594
2025-02-01, 10:32:88:58,-0.402,-0.133,0.676,-47.974,94.421,-92.163
2025-02-01, 10:32:89:09,-0.259,-0.767,0.69,33.63,-3.967,61.707
2025-02-01, 10:32:89:59,-0.242,-0.084,0.959,6.165,7.385,-1.953
2025-02-01, 10:33:30:10,-0.464,0.292,0.76,68.481,51.575,-8.179
2025-02-01, 10:33:30:62,-0.886,0.064,0.429,26.428,38.94,19.775
2025-02-01, 10:33:31:13,-0.803,0.06,0.512,-14.526,-6.348,9.155
2025-02-01, 10:33:31:63,-0.753,-0.065,0.659,0.122,-3.418,16.785
2025-02-01, 10:33:32:14,-0.703,0.271,0.706,1.099,14.465,47.668
2025-02-01, 10:33:32:65,-0.743,0.2,0.635,-14.954,-11.658,-14.954
2025-02-01, 10:33:33:16,-0.738,0.118,0.667,-1.892,0.122,0.977
2025-02-01, 10:33:33:67,-0.735,0.115,0.677,-0.427,0.122,0
2025-02-01, 10:33:34:18,-0.734,0.106,0.676,-0.793,-0.061,-0.549
2025-02-01, 10:33:34:69,-0.301,1.03,0.77,-16.479,10.681,-37.476
2025-02-01, 10:33:35:20,-0.382,0.791,0.76,45.227,-38.025,137.695
2025-02-01, 10:33:35:71,-0.474,0.359,0.709,-91.248,67.932,-150.757
2025-02-01, 10:33:36:22,-0.72,-0.573,0.527,62.622,-40.039,101.196
2025-02-01, 10:33:36:73,-0.061,1.266,0.945,-21.484,21.301,-20.63
2025-02-01, 10:33:37:24,-0.495,0.13,0.636,-37.72,70.435,-136.78
2025-02-01, 10:33:37:75,-0.343,0.31,0.758,62.012,-82.764,166.016
2025-02-01, 10:33:38:26,-0.265,0.734,0.954,-82.031,65.308,-104.492
2025-02-01, 10:33:38:77,-0.788,-0.681,0.557,33.569,-14.038,2.136
2025-02-01, 10:33:39:28,-0.345,0.594,0.844,46.997,-66.406,141.663
2025-02-01, 10:33:39:79,-0.341,0.777,0.963,-41.809,38.574,-59.509
2025-02-01, 10:33:40:30,-0.667,-0.283,0.533,29.785,24.963,-95.032
2025-02-01, 10:33:40:81,-0.263,0.749,1.021,32.532,-69.824,133.362
2025-02-01, 10:33:41:32,-0.427,0.468,0.611,-0.977,285.583,-47.18
2025-02-01, 10:33:41:84,-0.737,-0.106,-0.562,62.134,-160.278,0.061
2025-02-01, 10:33:42:35,-0.533,-0.032,1.387,-39.917,-387.329,-5.981
2025-02-01, 10:33:42:85,-0.208,-0.033,-0.7,-12.573,203.796,-96.008
2025-02-01, 10:33:43:36,-0.474,0.329,-0.072,-83.435,-276.978,126.221
2025-02-01, 10:33:43:87,-0.249,-0.793,-1.345,45.837,38.94,-2.808
2025-02-01, 10:33:44:38,-0.734,0.291,0.548,25.513,286.865,-155.762
2025-02-01, 10:33:44:89,-0.233,-0.61,-0.75,-19.714,-104.553,171.631
2025-02-01, 10:33:45:40,-0.23,0.416,1.234,-39.795,37.354,-31.799
2025-02-01, 10:33:45:91,-0.329,0.036,0.918,-1.77,-3.052,1.038
2025-02-01, 10:33:46:42,-0.3,0.016,0.946,-0.244,-0.916,0.122
2025-02-01, 10:33:46:93,-0.291,0.015,0.957,-0.488,-0.488,-0.244
2025-02-01, 10:33:47:45,-0.289,0.008,0.952,-0.671,0.305,-0.183
2025-02-01, 10:33:47:96,-0.283,0.005,0.953,0.488,-0.732,0.366
2025-02-01, 10:33:48:47,-0.279,0.007,0.955,0.244,-0.061,-0.244
2025-02-01, 10:33:48:98,-0.276,0.009,0.956,-0.061,0.061,0.061
2025-02-01, 10:33:49:49,-0.272,0.011,0.959,0.061,0.244,0.122
2025-02-01, 10:33:49:99,-0.268,0.01,0.958,0.061,-0.061,0.244
2025-02-01, 10:33:50:50,-0.263,0.013,0.962,0.122,-0.122,-0.061
2025-02-01, 10:33:51:01,-0.262,0.015,0.961,0.122,0.061,0
2025-02-01, 10:33:51:52,-0.262,0.014,0.962,0,0.122,-0.183
2025-02-01, 10:33:52:03,-0.261,0.009,0.959,-0.061,0.244,0
2025-02-01, 10:33:52:54,-0.26,0.011,0.961,0,0.244,-0.183
2025-02-01, 10:33:53:05,-0.259,0.011,0.96,0.061,0,0.061
2025-02-01, 10:33:53:56,-0.257,0.013,0.962,0.061,0.061,0.061
2025-02-01, 10:33:54:07,-0.257,0.012,0.963,-0.122,0.061,0.183
2025-02-01, 10:33:54:58,-0.253,0.015,0.961,0.061,0.305,-0.122
2025-02-01, 10:33:55:09,-0.252,0.017,0.963,0,0.305,-0.061
2025-02-01, 10:33:55:60,-0.252,0.016,0.964,0.061,0.122,0.061
2025-02-01, 10:33:56:11,-0.25,0.016,0.964,-0.061,0.244,0.244
2025-02-01, 10:33:56:62,-0.247,0.018,0.963,0.183,0.183,0.183
2025-02-01, 10:33:57:13,-0.246,0.019,0.965,0.061,0.122,0
2025-02-01, 10:33:57:64,-0.245,0.021,0.966,-0.061,0.305,0.061
2025-02-01, 10:33:58:15,-0.244,0.02,0.966,-0.122,0.061,0.183
2025-02-01, 10:33:58:66,-0.244,0.019,0.965,0.183,0,0.061
2025-02-01, 10:33:59:17,-0.242,0.021,0.966,0.061,0.305,0.061
2025-02-01, 10:33:59:68,-0.239,0.023,0.967,0,0.244,0
2025-02-01, 10:33:60:19,-0.24,0.023,0.967,-0.183,0.305,-0.122
2025-02-01, 10:33:60:70,-0.24,0.02,0.967,-0.061,0.061,0.305
2025-02-01, 10:33:61:21,-0.237,0.025,0.967,0.061,-0.122,-0.183
2025-02-01, 10:33:61:72,-0.239,0.02,0.967,0.061,0.244,0.061
